,,2030,2030,2040,2040,2045,2045
,,min,max,min,max,min,max
country,carrier,,,,,,
DE,onwind,115000,115000,159000,159000,160000,160000
DE,offwind-ac,30000,30000,66000,66000,75500,75500
DE,offwind-dc,0,0,0,0,0,0
DE,solar,97000,97000,165000,165000,180000,180000
DE,solar rooftop,118000,118000,201000,201000,220000,220000
